cmt_num,cmt_writer,cmt_time,cmt_txt
384381_22,이관우,23.02.26,이거 보니 또 어느정도 납득가고.. 쿠플통에 에제 울산 전북같이 좋은 퀄리트의 영상을 지속적으로 확보하고 유트브와 다른 채널들을 통해 퀄리티높은 하이라이트와 짤을 생산해내면서 신규유입을 기대하는게 더 좋을것같네요. 사실저도 신규유입이나 인식변환은 어차피 퀄좋은 짤들이 많이생산독는게 더효과 좋다생각해서(예전 엠스플 짤들) 한가지바라는건 연맹 유투브처럼 네이버에도 시간차가 좀나더라도 하이라이트영상이 제공되면 좋을것 같긴합니다.
384381_24,나난나,23.02.26,기존중계료에서 더 깍으려 했다니 연맹도 자존심 많이 상했겠네요 결국엔 더 좋은상황으로 발전해가려는 노력이 보여서 기대됩니다
384381_26,더범,23.02.26,네이버 다음 시청자수 정체인데 중계권료 계속 깎으려고들면 OTT 갈 수밖에 없었네요. 이왕이면 잘되기만 바래봅니다.
384381_27,K리그사랑축구사랑,23.02.26,외인감독들 적극 영입해서 경기력 개선&팀컬러 확실히 하고 선출해설자들 다 비선출로 바꿔서 중계질 높여야합니다. 선출해설자들 리그 돌아가는거 하나도 공부 안하고 그냥 자기 경험으로만 해설하는거 너무 노잼. 이 2가지 너무 심각함
384381_1,FC👑SeouL,23.02.26,K리그 유료는 냉정하게 성공하기 힘듬 좋아하는 이피엘도 유료로 전환하여 안봄 / 쿠팡은 배송때문에 기가입되어있어서 케이리그 보지만 추후 다른 ott로 변화시 가입 안함
384381_3,빈살만,23.02.26,22이게맞음
384381_4,Gary Lineker,23.02.26,3333
384381_2,심재원 송종국,23.02.26,"쿠팡과 ott 계약당초 연간 30억 규모로 알려졌으나 15~20억 수준...사실 쿠팡 독점이라고 해서 그래도 나름 높은 중계권료 기대했는데 처음 나온건 30억에서 1차 실망, 그리고 실제 금액은 15~20억이니쿠팡이 중계 잘하고 컨텐츠 잘 뽑아도 불만이 있을수 있다고 봐요그동안 리그팬들이 중계 관련 가장 불만이었던게 중계권료였는데..."
384381_7,윤정환과 정경호의 한국어교실작성자 본인 여부작성자,23.02.26,3년 후에는 지금 보다 평가가 높아져서 더 높은 계약이 이루어지길 바래봅니다.돈 많이 벌어서골라인 판독기도 도입하고세리아 A 처럼 자동 오프사이드 시스템 도입 하고우승상금도 올리고
384381_8,심재원 송종국,23.02.26,윤정환과 정경호의 한국어교실다른 분들은 어떻게 생각하실지는 모르겠지만아무리 k리그 중계 인기가 별로라고 해도 독점 가져가놓고 1년 15~20억은 좀 너무하지 않나 싶네요
384381_10,윤정환과 정경호의 한국어교실작성자 본인 여부작성자,23.02.26,심재원 송종국많이 아쉽죠.사실상 K리그에 대한 첫 평가가 그 수준이니..3년 뒤 시장 평가가 더 높아져서더 큰 금액 받길 바래봅니다
384381_12,케케로,23.02.26,금액을 절대적 수치로 볼게 아니라 상대적으로 봐야죠 기존 3억에서 15억이니 5배가 뛰었다고 보는게 맞는거고 목표가 태국 호주 수준이니 연맹이랑 쿠팡도 더 노력해서 지금보다 더 투자하고 컨텐츠 질 높여야 팬들이 원하는 중계권료 받아낼 수 있다고 봅니다 쿠팡도 기부단체가 아니잖아요
384381_15,심재원 송종국,23.02.26,케케로그 상대적으로 보는 것도 어느정도 이상의 절대적 수치가 바탕이 되야하지 않나 싶습니다100억 200억 받다가 500억 1000억 달라는 것도 아니고 3억 수준에서 받다가 15~20억이죠중계 관련 기반시설 투자 별도로 하고 중계권료를 따로 받으면 모르겠으나 그게 아닌 이상 아쉬움이 전혀 없다곤 할 수 없으니까요;;여기서 더 바라는게 분에 넘치는 욕심도 아니고 과한 요구도 아니라고 생각합니다
384381_16,케케로,23.02.26,심재원 송종국시장가보다 높은 금액을 주고 투자한다는게 쉬운 일이 절대 아닙니다 공기밥 1000원 하던거 2000원으로 오르면 절대적 수치는 고작 1000원 오른거지만 2배가 오른거니 아무도 안사먹겠죠 오히려 아쉬워해야할 대상은 그동안 저 푼돈에 후려친 네이버 다음이죠
384381_5,박지예(배우),23.02.26,중계권 수익 3억에서 15억으로 5배나 늘었네 ㅋㅋㅋㅋㅋ 쿠팡이랑 일하면서 k리그도 상업적 가치 높여갈 수 있었으면 좋겠다
384381_6,윤정환과 정경호의 한국어교실작성자 본인 여부작성자,23.02.26,그 돈으로 이번 K리그 자체 중계카메라 수 늘렸다고 하네요
384381_9,MyLiFⓔotball,23.02.26,그래도 연맹이 길게보고 뭐라도 발전해보려고 시도하는거 자체가 바람직하네요. 잘 운영해주길
384381_11,윤정환과 정경호의 한국어교실작성자 본인 여부작성자,23.02.26,가만히 있으면 5년 후에도 지금이랑 똑같을텐데연맹이 그래도 변화 의지는 가지고 있었네요
384381_13,비에리스타,23.02.26,"본문의 시청자수는 중복된 수를 제외하고 이야기 한것 같네요.네이버만 해도 경기당 최대 동접자 수가 2만~2만4천, 빅매치의 경우 5~9만 정도까지 집계가 되었습니다.라운드로 따진다면 12만 정도 된다고 보심 되겠네요.다음, 아프리카를 제외하구요."
384381_20,윤정환과 정경호의 한국어교실작성자 본인 여부작성자,23.02.26,"최대 동접자 수, 중복 된 수 제외한 시청자 수 평균인가 보군요"
384381_25,비에리스타,23.02.26,윤정환과 정경호의 한국어교실그런것으로 추정해봅니다.
384381_14,케케로,23.02.26,네이버 다음 시청자 수는 몇년째 정체.. 가 핵심이라고 봅니다 적어도 지금 k리그 퀄리티에서 카메라든 상금이든 투자가 있어야 뭐 뉴비라도 받죠 여태 쥐꼬리만한 3억받고 무료중계 암만해봐야 결국 야구 배구 농구에 밀려서 저 구석탱이에 박혀있는데 뉴비들이 그걸 굳이 찾아서 신규 유입된다? 그냥 꿈보다 해몽입니다
384381_18,윤정환과 정경호의 한국어교실작성자 본인 여부작성자,23.02.26,오 그러네요.그게 핵심이네요.기존에 해오던 중계 퀄리티로는 뉴비도 늘지 않는다는거..그래서 연맹에서 돈이 생기면 중계 퀄리티 향상에 투자하는거였군요
384381_17,Mita,23.02.26,쿠팡플레이 아주 좋았음
384380_1,서울★SSID,23.02.26,근데 쿠팡플레이 해상도 좋게 볼수 있는 방법 없나요?
384380_2,묻지마다쳐,23.02.26,쿠플은 이용자가 해상도 설정하는 옵션이 없는 걸로 알고있습니다
384380_3,서울★SSID,23.02.26,묻지마다쳐아.. 이게 좀 문제인거 같네요... 컴으로 보는데 해상도가 많이 떨어져서 집중이 잘 안되더라고요. 트위치 해상도급이라.. 유투브처럼 사양에 맞게 해상도를 올릴 수 있었으면 좋겠네요.
384362_1,AHN JUNG HWAN,23.02.26,돈 제대로 쓰는 느낌
384362_2,더범,23.02.26,"엠스플 출신 PD 꿀영입인듯, 콘텐츠 풍부해서 놀랐어요."
384362_3,장석환,23.02.26,풀경기 어떻게 봐요?
384361_1,싸리*재,23.02.26,"조금 치우친다 소리 들어도,계속 빅 경기 할듯."
384361_2,빗속의 노란물결,23.02.26,일단은 관중많고 라운드 최대 빅매치를 해주는게 맞는거 같음
384361_3,olleeee,23.02.26,쿠플픽은 원래 더비나 빅경기 위주로 해주는거...최소 홈구장 한번씩 12번은 한다네요
384361_6,싸리*재,23.02.26,빗속의 노란물결그게 오히려 윈윈 같아요.
384361_7,싸리*재,23.02.26,olleeee최소 한 번씩 중계는 좋은데요.
384361_4,마이너스통장,23.02.26,수원은 2연패하고 시작하겠네요
384361_5,더범,23.02.26,기대이상 쿠플픽 중계 앞으로도 기대되네요.
384360_2,빗속의 노란물결,23.02.26,K리그1 K리그2는 프로축구연맹이고 K3리그K4리그 대한축구협회주관이라 다른걸로 알고 있습니다.쿠팡플레이는 K리그1K리그2 프로리그 중계권만 산걸로 알고있어요~
384360_3,서우웨이작성자 본인 여부작성자,23.02.26,"그럼 네이버,다음에서 해주는지가 궁금합니다. 3부,4부 경기도 다음, 네이버 등에서 쉽게 볼 수 있으면 그래도 축구 활성화에 큰 도움이 될거 같아서시리.. 세미프로 선수들의 열정,패기등도 느낄 수 있는 좋은 기회라.."
384360_4,빗속의 노란물결,23.02.26,아마 몇경기는 티비중계화면으로 나머지는 자체제작으로 중계하고 네이버나 다음받아서 해왔던 그대로 하지 않을지...
384360_5,BANDO,23.02.26,유튜브에서 해주던데요 KFATV_LIVE
384360_6,강원꽃은 필라,23.02.26,"k3,4는 네이버에서 전경기 중계합니다.단 ai카메라 한대만 이용하다보니 섬세하게 보기힘들고간혹 이상한곳을 잡기도 합니다"
384355_1,내집마련,23.02.25,굿굿감삼다
384355_2,"shunske,boucha,fettouhi",23.02.25,과연 매년 450경기를 감당할 수있을까 메인홈피에 가봐도 카테고리 정리가 안되는 수준인데  그나마 다행인건 네이버가 일정 결과들을 깔끔하게 정리하고 있어서 그걸로 인용해 검색하면 되겠지만
384349_1,무제,23.02.25,지금 떳어요
384349_2,무제,23.02.25,쿠플에서 울산 전북 풀영상 방금 떳어요
384349_3,N석중독자,23.02.25,울산꺼 보시려는 거면스포츠 - 울산전북하이라이트 - 풀영상 있어용
384349_4,세인스,23.02.26,https://www.youtube.com/@CoupangPlaySports/videos
384324_1,Enzo Fernandez,23.02.25,
384324_2,빗속의 노란물결,23.02.25,구독완료
384324_3,김아랑,23.02.25,오
384311_1,King of asia ULSAN,23.02.25,쿠플은 12분이에요 ㅠㅠ
384311_2,서울의 아드리아노,23.02.25,왜 풀로 못올리게 하냐 와
384311_3,Royal_Black☆SFC,23.02.25,그나마 그게 연맹이 유튜브 하이라이트는 풀게 한 거...
384311_4,Royal_Black☆SFC,23.02.25,그리고 쿠플픽 아닌 경기들은 이제서야 2분 하이라이트 올리네요. 풀 요약 올릴지...제발...
384296_2,티타임작성자 본인 여부작성자,23.02.25,그래서.. 더 꿀.. 잼?
383889_1,주바페,23.02.25,쿠팡픽 아닌 경기는 화면 송출해주는 방송사가 광고 중이니 어쩔 수 없죠.
383626_1,우정잉,23.02.25,모바일로는 괜찮더라구여
383626_2,님강등당해요조심,23.02.25,저도 잔디가 너무 네모내져서 참고봤네요. 선수 가까이 찍는거나 개인캠같은거는 화질 되게좋던데 그라운드 전체 찍는 카메라가 문제인지 그 것만 화질이 떨어지더라구요.
383626_3,olleeee,23.02.25,좋았어요 저는패드로 봄
383626_4,골반의 지배자 기성용,23.02.25,태블릿으로 보기엔 괜찮았어요
383626_5,시드니,23.02.25,저도 스마트TV 전 괜찮았어요
383626_6,더범,23.02.25,노트북으로 보기에 괜찮았어요.
383610_1,세인스,23.02.25,중계 내용 자체는.. 다만 화질이.. ㅠ
383610_2,이지금아이유,23.02.25,9점
383610_3,.박보영,23.02.25,이정도면 기대이상
383610_4,골반의 지배자 기성용,23.02.25,전 태블릿으로 봐서 10점
383610_5,인천서포터즈,23.02.25,화질이 아쉬워서 9점
383610_6,캐스커,23.02.25,화질때문에 저는 8.5점 ㅋㅋ
383610_7,호날두인성학원 원장,23.02.25,태블릿은 좋은데 티비로는 왤케 화질이 별론가요. 종종 버퍼링에 끊기고 유리집 환경만 그런지 다 그런지요.
383610_9,공공칠빵으악,23.02.25,전 태블릿도 별로ㅠㅠㅠ
383610_8,Mai.K,23.02.25,쿠플픽 앞으로 이정도에 화질개선만 더 좋으면 최고일듯
383610_10,우정잉,23.02.25,핸드폰으로 볼때 화질 괜찮았어요 하프타임 다나카 콘텐츠도 좋았고 데이터 분석해주는것도 좋았어요
383610_11,The theatre of dreams,23.02.25,화질땜에 1점 빼고 9점
383610_12,더범,23.02.25,10점. 광고 없다는게 이렇게 쾌적한줄 몰랐어요.
383557_1,이나경,23.02.25,개막경기만에 우승ㄷㄷㄷ
383557_2,포 항,23.02.25,ㄷㄷ 한경기만에 우승!
383557_3,Leno,23.02.25,우승 ㄷㄷ
383557_4,Mary J Blige,23.02.25,울산 가즈아 우승!!
383557_5,게르트뮐러,23.02.25,ㅋㅋㅋㅋ
383557_6,소녀시대 윤아,23.02.25,ㄷㄷㄷㄷㄷㄷ
383557_7,FlyingBird,23.02.25,커뮤니티쉴드 우승ㄷㄷㄷ
383557_8,Francesc Fàbregas,23.02.25,개막전 우승!!!
383557_9,다현,23.02.25,ㅋㅋㅋㅋㅋㅋ
383557_10,Dennis Bergkamp,23.02.25,커쉴 우리꺼ㅅㅅㅅㅅㅅ
383557_11,마이너스템포,23.02.25,커실 ㅋㅋㅋ
383557_12,지효,23.02.25,ㄷㄷ
383557_13,박상미,23.02.25,ㄷㄷ 커쉴
383557_14,골반의 지배자 기성용,23.02.25,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
383557_15,RedDevils,23.02.25,ㅋㅋㅋㅋㅋ
383557_16,축구는맥주와,23.02.25,직이네요 ㅋ
383226_1,엑셀시오르,23.02.25,온라인은 오로지 쿠팡!
383226_2,No.25 한찬희,23.02.25,"PC, 모바일은 쿠팡이에요"
383226_3,Kai Havertz,23.02.25,온라인은 쿠팡 독점
383225_1,엄지공주 오무지,23.02.25,당장 담주 전북 원정이...
383181_1,마토곽희주,23.02.25,폰 어플에는 설정에 화질조절 있긴있어요
383181_2,saruin작성자 본인 여부작성자,23.02.25,"아, 그렇네요. 영상 열고 실시간 세팅이 안 되고 프로필 설정에 들어가야 있군요;"
383181_3,미니언즈,23.02.25,실시간으로 좀 조절 가능했으면 좋겠네요폰으로 주로 보는데 안 끊기게 일부러 화질 낮춰서 보기도 하는데...
383175_1,Mai.K,23.02.25,쿠플로보면 그 광고시간에 쿠플오리지널 홍보방송 나올겁니다
383030_1,건희골넣을건희?,23.02.25,겸사겸사 쿠팡 쇼핑도 로켓배송
382886_1,"Xavi, Gavi",23.02.25,저도 티비로 봐도 화질이….
382876_5,페르세우스작성자 본인 여부작성자,23.02.25,ㅠ.ㅠ 젠장...좀 나아지길
382876_2,이도,23.02.25,카카오나 네이버 보다 못하네요
382876_6,페르세우스작성자 본인 여부작성자,23.02.25,그러게요 확실히 카카오나 네이버보다는 별로네요..
382876_3,차단한 회원이 작성한 게시글입니다.,23.02.25,옛날 다음팟 EPL보던 시절보다 떨어지는거같음
382876_7,페르세우스작성자 본인 여부작성자,23.02.25,네. 그런 것 같아요.. 토트넘 한국에 왔을때는 괜찮았던 기억인데...(딜레이는 어차피 tv중계를 안해서 비교는 안되지만)
382876_4,이도,23.02.25,근데 둘이 확실히 재밌네요 ㅋㅋㅋㅋㅋ
382876_8,페르세우스작성자 본인 여부작성자,23.02.25,그래서 화잘과 딜레이를 감안하고 쿠팡을 보고 있네요.. 나아지길
382863_1,바란,23.02.25,티비가 좀 느리나보네요잉 ㅎㅎ글 보다가 엥? 방금 시작햇는디 하자마자 뭐가나옴 ㅎ
382863_2,엄지공주 오무지작성자 본인 여부작성자,23.02.25,티비가 빨라요쿠팡이 원래 느렸어서 그걸 갠적으로 우려했는데 올해는 그래도 빨라졌네요
382863_3,바란,23.02.25,엄지공주 오무지아.그래용티비 쿠팡플레이.보는딩 ㅎㅎ저기 글류 쓰신분이 더 빨랏어섴ㅋ
382822_1,전북★조규성,23.02.25,화질 좋은데요?
382822_4,우왁굿작성자 본인 여부작성자,23.02.25,좋다고요? 큰tv로 보고 있는데 1080p 화질 같은데요..
382822_6,전북★조규성,23.02.25,우왁굿저도 큰티비로 보고있어요^^
382822_8,미니언즈,23.02.25,우왁굿1080이면 좋지 않나요?아 큰 티비로 보시기엔 아쉬우실수 있겠네요
382822_9,전북★조규성,23.02.25,전북★조규성아 휴대폰 연결해서 보세요 저도 끊겨서 핸드폰 연결해서 보니 안끊기고 좋더라고요
382822_5,호홀,23.02.25,저도 85인치 티비인데 별로 입니다. 다 깨지네요
382822_7,우왁굿작성자 본인 여부작성자,23.02.25,맞아요 다 깨져요
382822_10,페르세우스,23.02.25,티비로 보는데 화면이 좀 깨져서... 티비놔두고 작은 화면으로 보기엔 그렇고..
382822_11,별이삼샵,23.02.25,쿠플은 따로 화질을 실시간으로 내가 설정하는게 아니라 인터넷상황에 맞게 자동 설정되더라구요
382822_17,우왁굿작성자 본인 여부작성자,23.02.25,500m  인터넷 쓰고 있는데 5g로 바꿔야할지..
382822_12,서울의 아드리아노,23.02.25,컴터로는 괜찮네요
382822_15,삼재현,23.02.25,22 컴터로는 너무 좋음
382822_13,K리그가 미래다,23.02.25,이게 사람마다 다른가봐요?어떤분들은 너무 깨끗하다고 하시고..저도 노트북으로 보는데 화질 깔끔해요최적화 시스템이 뭘까요?오늘 첫방송이라 아직인가.
382822_14,님강등당해요조심,23.02.25,1080p ~1440p 같아요
382822_16,추달,23.02.25,화질 엄청 좋은데 ㄷㄷ
382795_1,고두심,23.02.25,스마트티비면 깔려용
382792_2,고두심,23.02.25,흠~ 경기영상보고 보겠음당
382792_3,나난나,23.02.25,만원이요 ㅋㅋ
382792_4,K리그가 미래다,23.02.25,9900원까지 가능요ㅋ쿠플 준비 야무지게 했네요~~대만족
382785_1,골반의 지배자 기성용,23.02.25,목소리가 떨려요ㅋㅋ 커엽
382785_2,NMIXX설윤,23.02.25,민지누나아아악
382779_1,주바페,23.02.25,결제수단 등록하면 한달 무료에요
382779_3,돈 보스코작성자 본인 여부작성자,23.02.25,감사합니다
382779_2,JhmArsFcbJuv,23.02.25,네
382779_4,K리그가 미래다,23.02.25,쿠팡플레이에서 자체 중계하는 경기는 스카이스포츠랑 다를것 같아요.쿠팡플레이에서 쿠팡픽이라고 기대되는 경기들 쿠팡에서 픽해서 자체 중계하는 경기들 생겼더라구요.오늘같은 경우는 현대가더비가 쿠팡픽 경기입니다.아마도 TV중계랑 중계 퀄리티가 다르지 않을까 생각됩니다.그리고 쿠팡플레이 이용료는 한달에 4900원이구요~최소한 4900원 값어치는 하고도 남는다 생각해요~쿠팡플레이 중계는 카메라 17대를 사용한다고 합니다.
382779_5,돈 보스코작성자 본인 여부작성자,23.02.25,와와 상세한 설명 감사요
382779_6,Febreze,23.02.25,쿠팡 와우도 되서 저는 그냥 가입했어요 ㅎㅎ
382735_1,safo,23.02.25,다름
382735_2,주바페,23.02.25,쿠팡픽 매치는 해설진 달라요
382735_3,TVING,23.02.25,티비는 이상윤 해설입니다
382726_1,Enzo Fernandez,23.02.25,꿀잼
382726_2,NMIXX설윤,23.02.25,ㅋㅋㅋ
382722_1,주바페,23.02.25,오티티의 무서움ㅋㅋㅋ
382722_2,미니언즈,23.02.25,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
382722_3,이나경,23.02.25,ㅋㅋㅋㅋㅋㅋㅋ
382722_4,마운틴듀,23.02.25,무쳤음 ㅋㅋㅋㅋ
382722_5,더범,23.02.25,ㅋㅋㅋㅋㅋ
382722_6,NMIXX설윤,23.02.25,ㅋㅋㅋ
382697_1,전북★조규성,23.02.25,아 좋은 정보감사합니다
382697_2,시드니,23.02.25,저는 어플로 걍 틀었는데 잘 되네여 다행히
382697_3,헨젤과그랫져,23.02.25,좋은정보감사합니다 스마트티비는 저도 엄청끊기네요
382663_1,세르지오 라모스,23.02.25,돈도 쿠팡 와우랑 같이 써서 저렴해서 굳
382663_2,미니언즈,23.02.25,일단 지금까진 굉장히 만족하는 중입니다2시경기인데 12시 반부터 중계라니 ㄷㄷ하프타임쇼도 있다는데 기대됩니다
382663_3,더범,23.02.25,"내 4,990원이 이렇게 값어치 있을줄은"
382663_4,엑셀시오르,23.02.25,아주 만족! 방금 켰는데 프리뷰 하고 있어서 깜놀!
382659_1,주바페,23.02.25,기대되요ㅋㅋㅋ
382659_2,Navy,23.02.25,시작부터 좋은듯 ㅋㅋ
382659_3,olleeee,23.02.25,K리그 중계 이번시즌 쿠플에서만 볼수있나요???온라인으로 보려면
382659_5,WingsGoal,23.02.25,네 온라인은 쿠플 독점 중계임
382659_6,주바페,23.02.25,넵
382659_4,세르지오 라모스,23.02.25,퀄이 다르네요
382659_7,추달,23.02.25,개좋음
382643_1,시드니,23.02.25,마이크 소리 저만 작나여
382643_3,주바페작성자 본인 여부작성자,23.02.25,저는 잘 들려요
382643_2,나난나,23.02.25,와 미쳣네요 피치안에서 저렇게 리뷰하다니 k리그 최초시도 아닌가요? 저번 토트넘전때 시도하더니 적용하네요 갓팡 너무 좋아요 ㅎㄹ
382585_1,그무언가,23.02.25,그거 스마트폰으로 쿠플 어플 틀어서 티비로 송출할수 있는데
382585_2,라페작성자 본인 여부작성자,23.02.25,락싸랑 같이 못하지만 그렇게 해봐야죠 ㅎㅎ
382585_3,그무언가,23.02.25,라페그거 송출하고 홈버튼 누르면 폰으로 다른것도 할수 있어요!!
382585_4,라페작성자 본인 여부작성자,23.02.25,그무언가아 어플자체에 그런 기능이 있나보군요감사합니다~
382570_1,나난나,23.02.24,와 미쳣다
382570_2,세꿀버리,23.02.24,파울이에요넘어가요잡았어요
382570_3,Be FEARLESS,23.02.24,오프사이드에요올라가요선방이에요가 되겠군요 ㄷㄷㄷㄷ
382570_4,케케로,23.02.25,월드컵 해설 꿀잼이였는데 ㅋㅋㅋ
382570_5,동포청년,23.02.25,와 정용검이 쿠플
382570_6,고두심,23.02.25,조규성의 시즌 5호 홈런!
382570_7,썩은내방구,23.02.25,이분 축구중계는 처음아닌가요? 최강야구보고 찾아봤는데 주로 야구중계아니면 농구중계하셨던데
382570_8,세꿀버리,23.02.25,월드컵
382570_9,엄지공주 오무지작성자 본인 여부작성자,23.02.25,그 해당되는 방송사가 최근에 월드컵 빼면 축구 그 잡채를 안하잖아요 ㅎㅎ원래 캐스터란 분야가 특정 종목 캐스터가 없습니다당장 야구로 유명해진 정우영 캐스터도 축구 많이 해봤었죠
382570_11,Be FEARLESS,23.02.25,엠스플이 해축하던 시기에 이분도 캐스터 좀 했던걸로 기억하네요
382570_16,비에리스타,23.02.25,데뷔를 epl로 했습니다.
382570_10,추달,23.02.25,오 ㄷㄷ
382570_12,나난나,23.02.25,갓팡 돈쓰니 너무좋다 네임드를 데려오다니
382570_13,다현,23.02.25,엌ㅋㅋㅋㅋ좋다ㅋㅋㅋㅋ
382570_14,성남의아들 황의조,23.02.25,와 미쳤다 ㅅㅅㅅ
382570_15,고우림,23.02.25,용검트랙의 주인공ㄷㄷ
382570_17,The theatre of dreams,23.02.25,
382570_18,더범,23.02.25,"내 ₩4,990원이 이렇게 값질수가"
382563_1,바이언2,23.02.24,
382455_1,ㅇㅈㅇㅈ,23.02.23,ㅅㅅ
382455_2,RedDevils,23.02.23,
382455_3,No.30 Messi,23.02.24,개막전부터 성재형 준희형이네요 쿠팡플레이.. 이건 못참겠는데…
382455_4,캐스커,23.02.24,"근데 로켓배송, 배송비 무료인것만 해도 남는 장사긴 해요 ㅋㅋ"
382455_5,챙이챙이,23.02.24,이게 꿀이져
382455_6,엄지공주 오무지,23.02.24,지방 사람에겐 배송비 무료 말고는  ㅜ
382455_10,K리그가 미래다,23.02.24,저희집도 배송때문에 오래전부터 와이프가 가입해서 쓰고 있었어요 ㅋㅋㅋ
382455_7,더범,23.02.24,현대가더비부터 배성재 한준희라니 쿠팡픽 기대되요
382455_8,fayewong,23.02.24,스벅 커피 그랑데 한잔 정도 값이면 되니 ㅎㅎㅎ
382455_9,엑셀시오르,23.02.24,커피 한잔값 아낀다고 생각하면 되죠
382320_1,채화,23.02.23,ㅋㅋㅋㅋㅋ좋아 가보자 쿠플가만히 있다 우리끼리 죽는것보다뭐든 시도하는거 좋다
382320_2,K리그가 미래다,23.02.23,쿠플이 확실히 트렌디한것 같네요.쿠플 직원들이 일을 잘하는건지 ㅋㅋ
382320_3,베토벤,23.02.23,누구심?
382320_4,WingsGoal,23.02.23,꼬ㅊ가루를 날려~~
382320_5,Saints,23.02.23,개재밌겠다
382320_6,꼬북좌,23.02.23,꼬츠미나무~~~
382320_7,우왁굳,23.02.23,와 너무좋다
382320_8,파탈루,23.02.23,꼬ㅊ미나무~
382320_9,기생오라비같은 락싸,23.02.23,ㅋㅋㅋㅋㅋㅋㅋ
382320_10,비상날개,23.02.23,엌ㅋㅋㅋㅋ
382320_11,클라우드 스트라이프,23.02.23,근데 다나카 생각보다도 오래가네요ㅋㅋ 번개맨이 일본전 섭외햇을때 슬슬 끝물이라고 생각햇엇는디ㅋㅋ
382320_12,세르지오 라모스,23.02.23,컨셉+기본입담이 좋아서 오래 가는듯ㅋㅋㅋㅋ
382320_13,Van Der Sar,23.02.23,개그맨이라 그런가 개그패턴 떨어져도 순발력이 장난 아니라ㅋㅋ
382320_15,공공칠빵으악,23.02.23,선을 잘 지키더라구요ㅋㅋㅋㅋㅋㅋ기본적으로 센스가 좋은데 지킬건 지키니까 질리지 않고 계속 보게 됨ㅋㅋ
382320_19,트레제게,23.02.23,무슨 식당컨셉 영상봤는데 감스트나 다른 게스트도 여럿 있었는데 확실히 개그맨 짬밥이 있는게 혼자 씹어먹더라구요
382320_14,님강등당해요조심,23.02.23,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
382320_16,몽몽이네,23.02.23,k리그누 개마클 해쓰무니다
382320_17,나난나,23.02.23,ㅋㅋㅋ 갓팡 계속해서 핫한 스타들 초대해주길
382320_18,노지선,23.02.23,k리그 개마크 한다기르에 차즈아와스무니다 개마크 폭추크가루를 날려~~
382158_1,삼색이,23.02.21,와 ㄷㄷㄷ
382158_2,노지선,23.02.21,허…. k리그 팬들 콩닥콩닥
382158_3,더범,23.02.21,쿠팡 잘한다!푸른파도도 부탁해요.
382158_5,채화작성자 본인 여부작성자,23.02.21,엇 대전꺼 왜 안썻죠 ㄷㄷ감사합니다
382158_7,채화작성자 본인 여부작성자,23.02.21,중간에 추가했어여
382158_6,오이는빼고주세요,23.02.21,쿠핑 끊을까 했었는데 계속 유지해야겠네 ㄷㄷ
382158_8,엑셀시오르,23.02.21,다큐 봐야겠네 ㅎㅎㅎ
382158_10,NMIXX설윤,23.02.21,ㄷㄷㄷ
382158_11,육아메시지성박,23.02.21,크~노력하는 모습은 일단 합격!!!
382158_12,미니언즈,23.02.21,어라? 김기동 감독님 나오는편도 있었군요
382158_13,8thun,23.02.21,쿠팡 열일하고 있네
382158_14,수원삼성조유리,23.02.21,쿠플 ㅇㅈ
382158_15,데얀 다미아노비치,23.02.21,와 이거 다 쿠팡플레이가 제작한 거에요?ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ대전 위고업 진짜 재밌게 봤는데
382158_17,제이티브로re,23.02.21,쿠팡에서도 보게금 한거 같은데요? 대전 구단 제작물임- 공식 유튜브에 올라오는거에요
382158_16,라데드라간@포항,23.02.21,머지 쿠팡좋은데요?
382158_18,분노쿨링시스템,23.02.22,멋지당
382158_19,K리그가 미래다,23.02.22,쿠팡 굿굿~이제부터 시작이다~~
382153_1,장석환,23.02.21,수원이 언론이라 이런거에 적극적이지 않은거 같더라고요
382153_2,8thun,23.02.21,언론 팬심이 뭐가 되었든 간에 나는 내 갈 길을 간다~~ 어필중 ㅎㅎ
382150_1,님강등당해요조심,23.02.21,k리그 유튜브에 올라오지 않나요
382148_1,채화,23.02.21,오호
382148_2,몽몽이네,23.02.21,오 쿠팡 열일하네
382148_3,그무언가,23.02.21,쿠플 요즘 진짜 케이리그쪽 신경 많이씀 ㅋㅋ
382148_4,H_Crespo,23.02.21,호오
382148_5,우보천리,23.02.21,굿
382148_6,K리그가 미래다,23.02.22,쿠팡 굿굿~
382146_1,나난나,23.02.21,생각해보면 쿠팡혜자인거 같아요
382146_2,fayewong,23.02.21,요금만 더 안오르면 괜찮은듯. 쿠팡 무료배송은 덤
382146_3,장석환,23.02.21,어그로 잘하신다ㅋㅋ
382146_4,8thun,23.02.21,매월 4900원에 무배면 남는 장사입니다
