cmt_num,cmt_writer,cmt_time,cmt_txt
476081_26,전북태양,24.03.30,위클리 매거진 라운드별로 경기분석......
476081_29,박준우,24.03.31,mlb nfl은 시간대가 달라서 괜찮고 kbo 안하는게 다행이라고 생각함
476081_31,Verus,24.03.31,222
476081_1,음교수2,24.03.30,2년차입니다. 작년부터했어요.
476081_2,축구부장작성자 본인 여부작성자,24.03.30,22년 하반기부터 했을텐데요..그때 쿠팡 처음 가입했어서..
476081_4,음교수2,24.03.30,"축구부장그때는 무료중계라 네이버,아프리카에서 했었어요. 쿠팡은 23년부터 계약입니다."
476081_7,축구부장작성자 본인 여부작성자,24.03.30,음교수2아닙니다. 찾아보니 제 기억이 맞았네요 22년 중반부터 하긴 했네요.그래서 저도 쿠팡 가입했었거든요 23년부터가 쿠팡 독점이고.
476081_10,세인스,24.03.30,축구부장22년 중반부터는 사실 상 테스트 겸 송출만하는 형태였지 않나요? 쿠플만 중계진이 다르다거나 독자 콘텐츠를 제작한다거나 그런게 있었나요?
476081_17,축구부장작성자 본인 여부작성자,24.03.30,세인스계약을 22년중반부터해서 그때 토트넘도 왔었고 정식중계했습니다. 댓글에도 적었듯  독점중계는 23년부터.
476081_3,시골개,24.03.30,지금 이정도만해도 감지덕지. 체계화 갖추고 더 성장해서 아마추어리그까지 중계해줬으면 하는..
476081_5,킹덤 왕기,24.03.30,저 종목 팬들이 들으면 굉장히 화날만한 발언이네요
476081_6,축구부장작성자 본인 여부작성자,24.03.30,여기는 축구까페 국축게시판이니 괜찮죠 뭐
476081_11,나난나야!,24.03.30,축구부장뭔ㅋㅋ
476081_12,축구부장작성자 본인 여부작성자,24.03.30,나난나야!말을 똑바로 끝까지 하던지.. ㅋㅋ거리지나 말고
476081_14,abitclosertohell,24.03.30,축구 커뮤에서 축구에 집중해줬으면 좋겠다 정도는 얘기할 수 있는 거 아닐까요? 타종목을 후려친 것도 아니고 어디가 분노 포인트인지 잘
476081_18,Leno,24.03.30,여기 축구카페인데.. 다른거 비하발언 한것도 아니고 축구 집중해달라 정도 말은 충분히 할 수 있다고 생각하네요
476081_30,아닝강,24.03.31,Leno집중해달라와 다른종목 신경쓰지말자는 어감차이가 쫌 많이 나네요
476081_8,맨체스터연합,24.03.30,다 돈이된다고 판단하면 할거라 생각..
476081_9,경남도민프로축구단,24.03.30,지금 이것만으로도 충분하다고 봐요
476081_27,축구부장작성자 본인 여부작성자,24.03.30,저는 조금 부족하다고 생각합니다 주간 리뷰같은게 있었으면 합니다
476081_13,나옹,24.03.30,지금도 감지덕지
476081_15,xavi,24.03.30,돈 되는거 알아서 잘 할듯
476081_16,페드리FC바르셀로나,24.03.30,지금처럼만 해준거 자체가 고마운일이라고 생각합니다. 더 많은 컨텐츠들이 있으면 좋기는 하겠지만 지금처럼만 유지만 해줘도 좋다고 생각합니다.
475473_2,버츠비작성자 본인 여부작성자,24.03.30,오호 ㄷㄷㄷㄷㄷㄷ
475473_3,박종윤팬,24.03.30,사전녹화에요 스카이도 같은 장소에서 프리뷰쇼하는데 거기는 실시간으로 관중차는거 나옴
475473_4,버츠비작성자 본인 여부작성자,24.03.30,아하사전녹화ㄷㄷ
475468_1,크르르르,24.03.30,스카이찍고 갔나보네요
475449_1,그무언가,24.03.30,전북 울산은 12시 45분부터 중계해주네요 쿠플픽이라
475449_2,W ROONEY작성자 본인 여부작성자,24.03.30,감사합니다
475364_1,버츠비,24.03.28,오호 드디어 등장 ㄷㄷㄷㄷ싸이는 공연만 하는가보구나
475364_2,우주,24.03.28,오홍E석도 가는 찐팬
475364_3,Clarence Seedorf,24.03.28,오 ㅋㅋㅋㅋ 축하해
475364_4,김진수,24.03.28,강미나에 (아직 루머지만)싸이에.... 꼭 이기자
475364_6,호다다다닥,24.03.28,강미나가 누규??
475364_7,김진수,24.03.28,"호다다다닥아이오아이, 구구단으로 가수생활 했고 지금은 배우생활 하는 전북팬이셔요최근에 웰컴투삼달리 나오셨어용"
475364_5,빡빡이,24.03.28,이기고 감독은 집에 보내자
